Lookup,Player,Sorting,On Teams,HP url,QM MMR,SL MMR,QM Games,SL Games,MMR,Untracked,Role,Tag,is_primary,Adjustment,Win %,Games,Takedowns,Kills,Assists,Deaths,Kill Participation,KDA,Highest Kill Streak,Vengeances,Time Dead,Time Dead %,Deaths While Outnumbered,Escapes,Team Fight Escapes,Hero Damage,DPM,Physical Damage,Ability Damage,Damage per Death,Team Fight Hero Damage,Siege Damage,Structure Damage,Minion Damage,Summon Damage,Creep Damage,Healing,HPM,Healing per Death,Team Fight Healing,Self Healing,Allied Shields,Clutch Heals,Damage Taken,Damage Soaked,Damage Taken per Death,Team Fight Damage Taken,CC Time,Root Time,Silence Time,Stun Time,Time on Fire,XP Contribution,XPM,Merc Camp Captures,Watch Tower Captures,Aces,Wipes,% of Game with Level Adv.,% of Game with Hero Adv.,Passive XP/Second,Passive XP Gained,Altar Damage Done,Damage to Immortal,Dragon Knights Captured,Shrines Captured,Dubloons Held At End,Dubloons Turned In,Skulls Collected,Shrine Minion Damage,Plant Damage,Seeds Collected,Garden Seeds Collected,Gems Turned In,Nuke Damage,Curse Damage,Time On Temple,Damage Done to Zerg,Cage Unlocks Interrupted,Hero Pool,Damage Ratio,% of Team Damage,% of Team Damage Taken,% of Team Damage Healed,% of Time Slow CC,% of Time Non-Slow CC,Votes,Awards,Award %,MVP,MVP %,Bsteps,Bstep TD,Bstep Deaths,Taunts,Taunt TD,Taunt Deaths,Sprays,Spray TD,Spray Deaths,Dances,Dance TD,Dance Deaths
Moon#15658,Moon,Moon,TRUE,https://www.heroesprofile.com/Player/Moon/7840137/1,2660,3030,66,556,3030,FALSE,,15658,TRUE,,66.7%,3,12.33,3.33,9.00,2.00,92%,8.56,10.33,0.33,00:55,7%,0.67,0.67,0.00,41867.33,2867.64,70967.67,38122.00,23077.11,30226.33,58475.33,20079.00,34135.33,2682.33,10488.67,0.00,824.98,9424.11,686.33,12483.00,0.00,0.00,48609.00,44212.33,32518.78,32829.67,1:10,00:00,00:00,00:16,00:00,8595.67,583.59,2.33,0.00,0.00,0.00,38%,19%,24.05,3643.40,0,0,0.00,0.00,0,0,0,0,0,0,0,20.67,0,0,00:00,0,0,3,1.01,27%,25%,0%,8%,2%,0,0,0%,0,0%,0,0,0,0,0,0,1,0,0,0,0,0
Moonway#11683,Moonway,Moonway,TRUE,https://www.heroesprofile.com/battletag/searched/Moonway%2311683/alt,2423,0,74,-1,2423,FALSE,,11683,TRUE,,40%,5,9.00,0.40,8.60,4.40,64%,2.69,4.60,0.00,3:25,16%,3.00,2.20,0.20,28366.80,1399.69,61982.20,56279.60,8314.45,13713.60,76575.00,10796.40,48839.40,5458.20,11278.00,10868.40,989.92,4646.33,1039.40,10759.20,67.80,0.40,63698.40,52325.60,17046.84,37979.20,24:37,00:00,00:01,00:06,00:00,11469.20,560.88,2.40,0.00,0.20,0.00,17%,22%,27.40,9709.10,0,0,0.00,1.60,0,0,0,0,0.00,0.00,0.00,3.00,0,0,00:00,0,0.00,4,0.53,11%,22%,4%,114%,1%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
MoralesNPC#3635,MoralesNPC,MoralesNPC,TRUE,https://www.heroesprofile.com/Player/MoralesNPC/10922026/1,2638,2650,180,1677,2650,FALSE,,3635,TRUE,,66.7%,3,18.00,0.33,17.67,0.33,98%,18.00,16.33,0.00,00:18,2%,0.33,0.33,0.33,10479.33,500.51,9110.00,24877.00,10479.33,4061.00,16377.00,1252.33,10479.00,3561.00,6989.67,89260.00,4478.36,92809.33,8010.00,3387.00,162.33,3.00,19199.67,17865.33,19199.67,7319.67,00:25,00:17,00:00,00:07,00:00,6512.33,321.55,3.67,0.00,0.00,0.00,50%,26%,25.99,7376.21,0,0,0.00,0.00,0,0,0,1970.00,0,0,0,0,0,0,00:00,0,0,2,0.58,5%,8%,35%,2%,2%,0,0,0%,0,0%,13,0,0,0,0,0,0,0,0,0,0,0
MVPKimchee#1788,MVPKimchee,MVPKimchee,TRUE,https://www.heroesprofile.com/battletag/searched/MVPKimchee%231788/alt,2791,2880,2384,1571,2880,FALSE,,1788,TRUE,,100%,1,16.00,8.00,8.00,2.00,100%,8.00,12.00,0.00,1:08,5%,0.00,1.00,0.00,60578.00,2509.81,93811.00,132545.00,30289.00,25742.00,125807.00,31233.00,53581.00,24944.00,39726.00,0.00,325.57,3929.00,0.00,7858.00,0.00,0.00,40819.00,36266.00,20409.50,9552.00,1:31,00:00,00:00,00:09,00:00,13876.00,574.90,9.00,0.00,0.00,0.00,24%,28%,28.06,11675.26,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,1,1.48,20%,14%,0%,6%,1%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Myth#1880,Myth,Myth,TRUE,https://www.heroesprofile.com/battletag/searched/Myth%231880/alt,2724,2265,1611,56,2724,TRUE,,1880,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MythE86#2699,MythE86,MythE86,TRUE,https://www.heroesprofile.com/battletag/searched/MythE86%232699/alt,2137,0,20,-1,2137,TRUE,,2699,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mythology#11625,Mythology,Mythology,TRUE,https://www.heroesprofile.com/battletag/searched/Mythology%2311625/alt,2563,2355,1409,144,2563,FALSE,,11625,TRUE,,50%,2,7.50,1.00,6.50,1.50,92%,3.83,4.00,0.00,00:54,5%,0.50,0.50,0.00,22159.50,1302.07,18602.50,105129.00,15989.17,5524.00,83293.50,8599.50,65835.50,7440.00,15853.50,45794.50,3030.70,27912.17,2810.50,0.00,6216.00,1.00,13934.00,9595.00,4644.67,11167.00,00:33,00:00,00:02,00:06,00:00,12963.50,764.74,3.00,0.00,0.00,0.00,29%,13%,26.61,6831.58,0,0,0,0,0,0,0,8433.00,0,0,0,0,0,0,00:00,0,0.00,2,12904.33,12%,6%,22%,3%,1%,0,0,0%,0,0%,0,0,0,0,0,0,4,0,0,1,0,0
Nebulabass#1439,Nebulabass,Nebulabass,TRUE,https://www.heroesprofile.com/Player/Nebulabass/6248626/1,2821,3013,1112,1407,3013,FALSE,,1439,TRUE,,100%,1,9.00,2.00,7.00,1.00,64%,9.00,8.00,0.00,00:50,6%,1.00,0.00,0.00,11969.00,862.57,16978.00,86630.00,11969.00,6636.00,91440.00,1685.00,89755.00,0.00,199.00,0.00,561.04,7785.00,0.00,7785.00,0.00,0.00,22940.00,17721.00,22940.00,17884.00,00:24,00:00,00:00,00:17,00:00,16661.00,1200.70,1.00,0.00,0.00,0.00,72%,27%,22.02,1679.75,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1,0.52,8%,14%,0%,3%,2%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Nommynoms#1936,Nommynoms,Nommynoms,TRUE,https://www.heroesprofile.com/Player/Nommynoms/6016472/1,2709,2785,1407,1309,2785,FALSE,H,1936,TRUE,,34.1%,173,10.27,1.31,8.95,2.62,82%,6.27,7.48,0.21,1:48,10%,1.25,0.49,0.06,23834.60,1289.33,24489.15,42018.86,12358.47,11412.57,35075.66,5341.39,23662.10,2283.40,7620.71,61975.51,3713.42,39429.60,9520.42,4546.56,2887.47,1.75,31680.53,24046.42,15261.42,18546.53,10:46,00:08,00:12,00:04,00:00,6987.92,380.29,2.74,0.05,0.06,0.21,24%,19%,24.98,5660.61,0.68,366.29,0.02,0.15,0,0,0,589.03,0.00,0.00,0.00,0.91,0,67.51,00:00,7.09,0.03,21,0.83,12%,13%,26%,55%,2%,0,0,0%,0,0%,1,0,0,3,0,0,163,11,2,359,0,0
Nor#11619,Nor,Nor,TRUE,https://www.heroesprofile.com/battletag/searched/Nor%2311619/alt,3006,2962,373,656,3006,FALSE,F,11619,TRUE,,57.3%,157,11.82,2.94,8.88,2.13,85%,8.19,8.85,0.39,1:27,8%,1.17,0.67,0.07,54214.55,2939.48,45379.73,114154.92,36090.18,27758.73,93931.81,20320.18,61938.08,3644.84,12524.29,16538.47,1797.40,20466.04,2994.98,17089.69,1028.71,0.24,57853.68,49879.43,33126.22,37938.50,8:08,00:02,00:06,00:10,00:00,12261.24,665.07,2.43,0.01,0.23,0.08,33%,21%,26.05,6922.17,0.45,711.50,0.07,0.29,0,0,0,333.22,0.00,0.00,0.00,0.90,0,180.99,00:00,0,0.02,24,1.89,26%,22%,6%,44%,2%,0,0,0%,0,0%,0,0,0,0,0,0,14,5,1,0,0,0
Nova#110427,Nova,Nova,TRUE,https://www.heroesprofile.com/Player/Nova/1152217/1,2779,2812,7106,425,2812,FALSE,,110427,TRUE,,58.3%,12,13.42,4.08,9.33,1.83,88%,9.68,9.92,0.67,1:09,6%,0.75,0.58,0.00,39995.83,2196.80,34902.00,90204.75,26724.67,20666.83,65709.42,17133.17,40281.50,1682.83,19016.58,7165.08,691.04,6994.41,1671.50,5013.75,0.00,0.00,31240.58,357938961.08,21620.49,19248.50,8:34,00:00,00:01,00:08,00:00,10570.17,578.63,4.08,0.42,0.00,0.17,43%,23%,26.63,7476.09,0,7182.42,0.00,1.00,0,0,0,0,0.00,0.00,0.00,0,0,77.92,00:00,0,0,10,2472.08,19%,15%,3%,51%,1%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Nylus#11765,Nylus,Nylus,TRUE,https://www.heroesprofile.com/battletag/searched/Nylus%2311765/alt,2588,1915,1562,21,2588,FALSE,,11765,TRUE,,66.7%,3,11.67,1.00,10.67,3.67,68%,6.00,6.33,0.00,2:16,14%,1.67,0.67,0.00,29409.33,1441.43,51198.00,100632.67,20893.56,6570.33,102138.67,15086.33,68082.00,8405.00,18404.33,0.00,878.25,5837.17,0.00,15405.33,0.00,0.00,57953.33,50919.67,25081.08,23932.33,1:01,00:00,00:00,00:04,00:00,15256.00,819.05,2.00,0.00,0.67,0.33,25%,26%,26.16,7173.94,0,0,0.00,0.67,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,3,0.55,12%,23%,0%,6%,0%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Ohmster#11850,Ohmster,Ohmster,TRUE,https://www.heroesprofile.com/battletag/searched/Ohmster%2311850/alt,2625,2600,223,940,2625,FALSE,,11850,TRUE,,50%,2,10.50,2.50,8.00,2.50,91%,7.50,9.00,0.50,1:08,6%,2.50,0.50,0.00,44446.50,2424.67,34409.50,137070.00,34821.00,18568.50,98899.00,19499.00,76461.50,1275.50,27258.00,0.00,675.48,4466.13,0.00,11687.50,0.00,0.00,38277.50,30872.50,22297.25,21884.50,00:38,00:00,00:00,00:14,00:00,14799.00,822.16,3.50,5.50,0.00,0.00,11%,16%,26.48,7059.22,0,0,0,0,0,0,8.00,0,0,0,0,20.50,0,0,00:00,0,0,2,1.23,23%,16%,0%,4%,1%,0,0,0%,0,0%,0,0,0,0,0,0,5,0,0,0,0,0
Ohmster#11850,Ohmster,Ohmster,TRUE,https://www.heroesprofile.com/battletag/searched/Ohmster%2311850/alt,2625,2600,223,940,2625,TRUE,,11850,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oius#1401,Oius,Oius,TRUE,https://www.heroesprofile.com/battletag/searched/Oius%231401/alt,2876,2665,184,2360,2876,FALSE,B,1401,TRUE,-50,53.5%,198,9.41,1.61,7.79,2.00,75%,6.69,7.11,0.23,1:26,8%,1.10,0.60,0.05,30749.81,1645.68,49540.15,94118.72,19499.69,18547.60,95780.83,13370.44,70776.79,3201.40,16247.35,2035.16,1146.91,13705.84,196.97,19154.22,285.21,0.01,58649.62,51034.23,35613.75,36792.18,1:28,00:00,00:01,00:18,00:00,14555.62,791.19,3.09,0.07,0.18,0.08,30%,19%,25.81,6598.44,0.73,462.09,0.09,0.83,0,0,0,1501.72,0.00,0.00,0.00,2.85,0,119.59,00:01,0,0.10,21,0.57,15%,24%,1%,8%,2%,0,0,0%,0,0%,0,0,0,0,0,0,4,1,0,0,0,0
Okiryu#1128,Okiryu,Okiryu,TRUE,https://www.heroesprofile.com/battletag/searched/Okiryu%231128/alt,2716,2727,713,493,2727,FALSE,,1128,TRUE,-100,50%,68,10.78,3.15,7.62,2.43,78%,6.65,8.00,0.44,1:39,8%,1.16,0.62,0.04,36254.10,1910.25,66272.49,71116.63,19796.55,19653.03,73996.87,12291.79,49150.49,2495.75,23891.94,6751.53,877.28,8152.03,1124.68,8884.88,180.69,0.15,41367.37,33425.87,21470.94,23493.69,3:23,00:01,00:00,00:05,00:00,11234.15,595.19,3.57,0.26,0.22,0.21,27%,20%,25.99,7004.81,0.37,2359.53,0.07,0.40,0,0,0.47,2351.93,0.00,0.00,0.00,1.93,0,27.82,00:00,429.51,0.10,21,1.01,18%,18%,3%,18%,1%,0,0,0%,0,0%,0,0,0,1,0,0,61,2,1,0,0,0
Peligro1981#1113,Peligro1981,Peligro1981,TRUE,https://www.heroesprofile.com/Player/Peligro1981/1014908/1,2592,2284,195,109,2592,FALSE,H,1113,TRUE,50,0%,2,6.00,1.50,4.50,3.00,67%,1.63,2.50,0.00,2:13,12%,2.00,1.00,0.00,17829.50,946.03,47434.00,52554.00,5667.13,11250.00,69001.00,0.00,58121.50,3364.50,10947.00,41789.00,2336.47,12899.75,9796.00,4905.00,0.00,0.00,47527.50,40134.00,16640.88,28788.50,73:01,00:00,00:00,00:00,00:00,12682.00,739.20,2.00,0.00,0.00,0.50,0%,9%,22.29,2495.11,0,0,0.00,2.50,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,2,0.36,11%,21%,14%,350%,0%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
PhazedLite#1869,PhazedLite,PhazedLite,FALSE,https://www.heroesprofile.com/battletag/searched/PhazedLite%231869/alt,2658,2336,191,109,2658,FALSE,,1869,TRUE,,0%,1,9.00,1.00,8.00,6.00,69%,1.50,2.00,0.00,4:37,16%,5.00,1.00,0.00,25303.00,904.92,91908.00,56052.00,4217.17,19755.00,86427.00,42218.00,40490.00,757.00,18072.00,0.00,266.72,1243.00,0.00,7458.00,0.00,0.00,62551.00,34990.00,10425.17,47844.00,1:14,00:00,00:27,00:10,00:00,16841.00,602.29,8.00,0.00,0.00,1.00,0%,16%,26.64,11133.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1,0.40,9%,16%,0%,4%,2%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Pikachuuuu#11780,Pikachuuuu,Pikachuuuu,TRUE,https://www.heroesprofile.com/battletag/searched/Pikachuuuu%2311780/alt,2715,2773,365,2606,2773,FALSE,B,11780,TRUE,,100%,1,10.00,1.00,9.00,0.00,59%,10.00,10.00,0.00,00:00,0%,0.00,0.00,0.00,23258.00,1972.76,45398.00,82846.00,23258.00,14033.00,107670.00,30860.00,76810.00,0.00,0.00,0.00,761.69,8980.00,0.00,8980.00,0.00,0.00,27645.00,27645.00,27645.00,11721.00,1:07,00:00,00:06,00:21,00:00,13841.00,1174.00,0.00,0.00,0.00,0.00,86%,38%,28.31,5879.78,0,0,1.00,4.00,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1,0.84,12%,22%,0%,9%,4%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
PiNkBlAcKoUt#1208,PiNkBlAcKoUt,PiNkBlAcKoUt,TRUE,https://www.heroesprofile.com/Player/PiNkBlAcKoUt/6496433/1,2640,2808,487,3539,2808,FALSE,A,1208,TRUE,40,50.4%,129,10.86,2.79,8.07,1.65,78%,8.12,8.73,0.26,1:04,5%,0.78,0.49,0.05,48826.25,2517.03,40061.48,122786.75,34933.83,16837.53,94468.93,16739.06,64398.63,4250.57,18112.53,11587.32,880.92,11396.75,1966.15,5987.88,153.83,0.21,33918.40,29299.03,21595.10,16793.71,2:31,00:02,00:01,00:09,00:00,12699.33,674.05,2.71,0.05,0.15,0.10,32%,21%,26.26,7467.12,0.40,1545.25,0.12,0.55,0,0,0,683.75,0.00,0.00,0.00,0.29,0,167.47,00:00,0,0.01,29,2.18,22%,14%,4%,14%,1%,0,0,0%,0,0%,2,1,0,0,0,0,18,0,0,0,0,0
CloudStrife#11426,CloudStrife,PiNkBlAcKoUt_alt,FALSE,https://www.heroesprofile.com/battletag/searched/CloudStrife%2311426/alt,2300,2641,14,37,2641,TRUE,,11426,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMITBREAK#11332,LIMITBREAK,PiNkBlAcKoUt_alt,FALSE,https://www.heroesprofile.com/battletag/searched/LIMITBREAK%2311332/alt,2349,2651,20,34,2651,TRUE,,11332,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PinkiePie#11574,PinkiePie,PiNkBlAcKoUt_alt,FALSE,https://www.heroesprofile.com/battletag/searched/PinkiePie%2311574/alt,2503,2748,20,105,2748,TRUE,,11574,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squall#12138,Squall,PiNkBlAcKoUt_alt,FALSE,https://www.heroesprofile.com/battletag/searched/Squall%2312138/alt,2173,2798,12,32,2798,TRUE,,12138,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinkman#11370,Pinkman,Pinkman,TRUE,https://www.heroesprofile.com/Player/Pinkman/10785828/1,2973,3034,305,661,3034,FALSE,F,11370,TRUE,80,50%,4,8.75,2.00,6.75,3.25,54%,5.53,6.00,0.25,2:19,11%,1.75,0.25,0.25,50372.00,2751.55,56299.25,106001.50,23930.67,25365.25,97728.25,9716.75,80010.75,4373.00,9902.50,0.00,1009.70,6891.38,290.00,19830.50,0.00,0.00,53565.75,42512.75,21638.39,33288.75,1:44,00:08,00:00,00:36,00:00,13982.00,748.87,1.75,1.25,0.00,0.00,18%,22%,22.75,3181.35,0.00,0,0,0,0,0,0,0,0,0,0,0,0,3688.75,00:00,0,0,4,1.16,25%,21%,0%,9%,4%,0,0,0%,0,0%,0,0,0,0,0,0,6,2,0,2,0,0
Pova#11688,Pova,Pinkman_alt,TRUE,https://www.heroesprofile.com/battletag/searched/Pova%2311688/alt,2539,2964,6,115,2964,FALSE,,11688,FALSE,80,60%,5,16.20,4.60,11.60,4.00,84%,5.57,8.40,0.80,2:15,12%,1.20,1.80,0.00,60399.80,3276.01,33445.80,108264.40,18805.79,35872.60,73071.60,9305.80,53011.20,6885.40,11216.20,0.00,1213.83,5905.79,0.00,23126.20,0.00,0.00,83590.40,65470.60,22635.69,61503.40,5:13,00:06,00:00,00:28,00:00,12346.80,664.66,2.60,0.00,0.00,0.20,35%,27%,24.43,5261.51,0.80,0,0.00,0.20,0,0,0,0,0.00,0.00,0.00,11.80,0,0,00:00,0,0,4,1.03,28%,28%,0%,28%,3%,0,0,0%,0,0%,0,0,0,0,0,0,10,4,0,9,0,0
Player#1143555,Player,Player,TRUE,https://www.heroesprofile.com/battletag/searched/Player%231143555/alt,2565,3055,71,1157,3055,FALSE,,1143555,TRUE,,100%,2,19.50,9.50,10.00,2.00,88%,9.75,11.00,1.00,1:07,6%,1.00,0.00,0.00,50063.50,2906.78,82687.50,54354.50,25031.75,23387.00,69356.00,20022.50,36513.00,5815.50,24094.00,0.00,1390.71,12995.00,0.00,25990.00,0.00,0.00,71290.00,63508.00,35645.00,42075.50,1:07,00:00,00:14,00:00,00:00,8679.50,538.08,3.50,0.00,1.00,0.00,52%,34%,28.40,9317.58,0,0,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,2,1.01,28%,30%,0%,5%,1%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Puppy#11491,Puppy,Puppy,TRUE,https://www.heroesprofile.com/battletag/searched/Puppy%2311491/alt,2559,2699,239,1244,2699,FALSE,,11491,TRUE,,0%,1,4.00,0.00,4.00,5.00,50%,0.80,2.00,0.00,3:11,20%,2.00,0.00,0.00,7347.00,474.93,13881.00,19847.00,1469.40,4551.00,22758.00,0.00,18760.00,1030.00,1275.00,37920.00,2580.51,7984.00,5408.00,0.00,2000.00,0.00,23511.00,11154.00,4702.20,18649.00,00:25,00:00,00:25,00:00,00:00,4639.00,299.87,1.00,0.00,0.00,1.00,23%,8%,23.66,3396.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0.00,1,0.31,4%,11%,19%,3%,3%,0,0,0%,0,0%,0,0,0,0,0,0,3,0,0,0,0,0
Red#111595,Red,Red,TRUE,https://www.heroesprofile.com/Player/Red/10574082/1,2662,2899,1137,1765,2899,FALSE,,111595,TRUE,-30,0%,1,6.00,2.00,4.00,5.00,75%,1.20,3.00,1.00,2:16,17%,2.00,2.00,1.00,21280.00,1652.28,5912.00,24582.00,4256.00,17796.00,8933.00,0.00,6140.00,390.00,2033.00,0.00,380.61,980.40,0.00,4902.00,0.00,0.00,42407.00,27296.00,8481.40,37358.00,3:43,00:00,00:00,00:15,00:00,4295.00,333.48,0.00,0.00,0.00,0.00,0%,11%,21.94,1496.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1,0.50,20%,30%,0%,29%,2%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
RedZeroG#1891,RedZeroG,RedZeroG,TRUE,https://www.heroesprofile.com/Player/RedZeroG/7880699/1,2804,2983,119,1851,2983,FALSE,F,1891,TRUE,170,44.7%,47,11.74,4.64,7.09,3.23,79%,6.02,7.57,0.79,2:07,11%,1.87,1.15,0.11,55604.70,3039.46,55540.79,106621.06,24481.76,30064.23,85163.64,17570.83,59389.94,2110.62,21413.17,8044.98,915.40,8340.02,1628.49,9216.96,0.00,0.23,47051.13,37227.15,19018.28,27704.04,5:33,00:02,00:04,00:08,00:00,13056.28,712.49,3.68,0.17,0.13,0.11,29%,21%,25.45,6159.89,0.34,1334.60,0.06,0.32,0,0,0,273.96,0.00,0.00,0.00,0,0,1105.38,00:00,0,0.06,23,1.42,26%,18%,3%,26%,1%,0,0,0%,0,0%,4,0,0,0,0,0,7,0,0,1,0,0
Aero#13622,Aero,RedZeroG_alt,FALSE,https://www.heroesprofile.com/battletag/searched/Aero%2313622/alt,2778,2885,38,87,2885,TRUE,,13622,FALSE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Relica#1924,Relica,Relica,TRUE,https://www.heroesprofile.com/battletag/searched/Relica%231924/alt,2408,2098,864,39,2408,FALSE,,1924,TRUE,,0%,1,10.00,2.00,8.00,6.00,83%,1.67,4.00,1.00,3:48,24%,1.00,3.00,0.00,10914.00,702.24,24751.00,7232.00,1819.00,6913.00,17370.00,2521.00,10229.00,1242.00,3643.00,68507.00,4453.90,11536.83,17290.00,714.00,0.00,3.00,39257.00,24545.00,6542.83,21855.00,00:00,00:00,00:00,00:00,00:00,5654.00,363.80,3.00,0.00,0.00,2.00,3%,11%,24.38,4087.29,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,1,0.28,6%,19%,34%,0%,0%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Rev#1463,Rev,Rev,TRUE,https://www.heroesprofile.com/battletag/searched/Rev%231463/alt,2634,2573,590,202,2634,FALSE,T,1463,TRUE,,48.3%,176,10.66,1.86,8.80,3.25,83%,5.77,7.26,0.35,2:01,11%,1.94,0.88,0.15,36225.91,1929.74,27881.16,70743.33,16794.94,24632.72,52877.28,10564.30,32433.09,3563.98,9821.11,5672.65,1394.70,11928.61,687.10,20264.23,507.39,0.09,77392.01,24466475.64,33090.61,57176.45,1:51,00:00,00:04,00:23,00:00,8703.60,464.25,3.19,0.06,0.16,0.14,28%,19%,25.76,6715.33,0.41,508.71,0.09,0.36,0,0,0,672.26,0.00,0.00,0.00,0.51,0,80.26,00:00,28.60,0.06,27,388.25,17%,32%,3%,10%,3%,0,0,0%,0,0%,0,0,0,2,0,0,2,0,0,0,0,0
Rift#1120,Rift,Rift,TRUE,https://www.heroesprofile.com/Player/Rift/3505313/1,2769,2772,3898,2003,2772,FALSE,,1120,TRUE,100,66.7%,24,14.33,5.00,9.33,1.50,88%,11.59,10.92,0.33,00:58,5%,0.92,0.50,0.08,52594.50,2702.69,68340.21,101534.63,39928.25,22705.63,84713.13,16582.71,58269.75,2428.42,31295.63,2404.42,353.29,3806.56,313.58,3840.50,575.92,0.00,33741.88,29542.25,24100.00,18287.71,00:22,00:05,00:05,00:03,00:00,13833.67,725.83,4.75,0.00,0.17,0.13,44%,23%,26.13,7334.18,0.54,6743.50,0.00,0.13,0,0,0,1539.13,0.00,0.00,0.00,3.29,0,0,00:00,0,0.21,9,1.98,25%,14%,1%,2%,1%,0,0,0%,0,0%,0,0,0,0,0,0,1,0,0,0,0,0
Ron#13187,Ron,Ron,TRUE,https://www.heroesprofile.com/battletag/searched/Ron%2313187/alt,2819,3094,2192,2297,3094,FALSE,,13187,TRUE,-30,52.4%,21,10.86,3.90,6.90,2.24,79%,6.49,7.81,0.43,1:33,8%,1.00,0.90,0.05,78642.76,4142.33,53067.00,163288.05,43940.37,43218.86,110341.57,22196.48,71924.00,3532.33,27831.71,0.00,152.55,1505.66,48.95,2909.05,0.00,0.00,39777.71,32984.86,21261.24,22965.62,3:36,00:09,00:03,00:00,00:00,12456.05,653.42,5.24,0.29,0.33,0.14,24%,18%,25.67,6637.02,1.10,0,0.00,0.33,0,0,0,5357.67,0.00,0.00,0.00,0,0,0,00:01,0,0.00,9,2.04,35%,16%,0%,19%,1%,0,0,0%,0,0%,0,0,0,0,0,0,19,1,0,8,0,0
Ruglord#11523,Ruglord,Ruglord,TRUE,https://www.heroesprofile.com/battletag/searched/Ruglord%2311523/alt,2988,2993,2680,1742,2993,FALSE,T,11523,TRUE,,50%,2,7.50,3.50,4.00,1.50,85%,6.00,4.50,1.00,00:52,5%,1.00,0.00,0.00,62599.50,3551.41,88108.00,104306.50,46462.00,29987.00,119937.50,29010.50,86313.50,644.50,12903.50,0.00,477.70,9046.00,0.00,9046.00,0.00,0.00,45603.50,41077.00,39172.00,18551.50,1:57,00:05,00:00,00:20,00:00,16482.00,908.34,1.50,0.00,0.00,0.00,39%,13%,26.40,7053.86,0,0,1.00,3.50,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,2,1.72,31%,20%,0%,10%,2%,0,0,0%,0,0%,0,0,0,0,0,0,6,2,0,2,0,0
