Lookup,Player,Sorting,On Teams,HP url,QM MMR,SL MMR,QM Games,SL Games,MMR,Untracked,Role,Tag,is_primary,Adjustment,Win %,Games,Takedowns,Kills,Assists,Deaths,Kill Participation,KDA,Highest Kill Streak,Vengeances,Time Dead,Time Dead %,Deaths While Outnumbered,Escapes,Team Fight Escapes,Hero Damage,DPM,Physical Damage,Ability Damage,Damage per Death,Team Fight Hero Damage,Siege Damage,Structure Damage,Minion Damage,Summon Damage,Creep Damage,Healing,HPM,Healing per Death,Team Fight Healing,Self Healing,Allied Shields,Clutch Heals,Damage Taken,Damage Soaked,Damage Taken per Death,Team Fight Damage Taken,CC Time,Root Time,Silence Time,Stun Time,Time on Fire,XP Contribution,XPM,Merc Camp Captures,Watch Tower Captures,Aces,Wipes,% of Game with Level Adv.,% of Game with Hero Adv.,Passive XP/Second,Passive XP Gained,Altar Damage Done,Damage to Immortal,Dragon Knights Captured,Shrines Captured,Dubloons Held At End,Dubloons Turned In,Skulls Collected,Shrine Minion Damage,Plant Damage,Seeds Collected,Garden Seeds Collected,Gems Turned In,Nuke Damage,Curse Damage,Time On Temple,Damage Done to Zerg,Cage Unlocks Interrupted,Hero Pool,Damage Ratio,% of Team Damage,% of Team Damage Taken,% of Team Damage Healed,% of Time Slow CC,% of Time Non-Slow CC,Votes,Awards,Award %,MVP,MVP %,Bsteps,Bstep TD,Bstep Deaths,Taunts,Taunt TD,Taunt Deaths,Sprays,Spray TD,Spray Deaths,Dances,Dance TD,Dance Deaths
Aero#1377,Aero,Aero,TRUE,https://www.heroesprofile.com/Player/Aero/335655/1,2781,2682,3469,1627,2781,FALSE,F,1377,TRUE,,60%,5,8.20,1.60,6.60,3.60,60%,3.12,5.00,0.20,2:04,12%,1.40,1.20,0.40,26812.40,1639.34,43989.40,97961.00,12103.78,15468.20,93849.40,15757.00,71954.20,2930.20,16097.40,0.00,979.01,6064.95,0.00,16480.60,0.00,0.00,55849.20,42162.20,19927.33,36454.60,2:29,00:05,00:00,00:19,00:00,14608.40,915.39,1.80,0.60,0.20,0.00,31%,19%,24.39,4556.07,4.00,0,0.20,1.40,0,0,0,915.20,0,0,0,6.80,0,0.00,00:00,0,0,4,0.54,15%,27%,0%,15%,3%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,1,0,0
Aieeeǃ#1679,Aieeeǃ,Aieeeǃ,TRUE,https://www.heroesprofile.com/battletag/searched/Aieeeǃ%231679/alt,2923,3034,1261,1175,3034,FALSE,A,1679,TRUE,-10,46.7%,15,11.00,3.93,7.07,2.27,79%,8.48,7.73,0.40,1:21,7%,1.07,0.73,0.07,60363.80,3318.24,88846.87,86702.80,39690.02,28616.27,76799.47,23233.60,44216.60,1930.80,32609.27,14554.80,1158.36,15996.61,4011.20,7642.73,0.00,0.47,34982.00,28732.87,20962.29,18650.73,2:37,00:00,00:05,00:01,00:00,10706.93,579.59,4.67,0.00,0.20,0.07,27%,19%,26.12,7113.78,1.20,5414.07,0.13,0.53,0,0,0,689.47,0.00,0.00,0.00,0,0,0,00:00,1313.93,0.87,11,1.85,31%,14%,5%,15%,1%,0,0,0%,0,0%,0,0,0,0,0,0,1,0,0,0,0,0
Lycaena#1716,Lycaena,Lycaena,FALSE,https://www.heroesprofile.com/battletag/searched/Lycaena%231716/alt,2554,2571,908,2622,2571,TRUE,,1716,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crispy#11728,Crispy,Crispy,TRUE,https://www.heroesprofile.com/Player/Crispy/10675902/1,2848,3008,2709,1025,3008,TRUE,,11728,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretenDan#1372,PretenDan,PretenDan,TRUE,https://www.heroesprofile.com/Player/PretenDan/3748292/1,2666,2629,2914,2568,2666,TRUE,,1372,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erikwithak#1720,erikwithak,erikwithak,TRUE,https://www.heroesprofile.com/battletag/searched/erikwithak%231720/alt,2792,2809,1322,4521,2809,TRUE,,1720,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akuma#15567,Akuma,Akuma,TRUE,https://www.heroesprofile.com/battletag/searched/Akuma%2315567/alt,2393,2657,41,197,2657,FALSE,,15567,TRUE,,0%,1,10.00,3.00,7.00,4.00,77%,2.50,7.00,1.00,2:50,13%,2.00,0.00,0.00,60789.00,2862.62,21808.00,292324.00,15197.25,18914.00,206889.00,30015.00,137772.00,5603.00,34034.00,0.00,100.96,536.00,0.00,2144.00,0.00,0.00,42693.00,23945.00,10673.25,25058.00,00:00,00:00,00:00,00:00,00:00,19003.00,894.87,1.00,0.00,0.00,0.00,1%,22%,25.54,7056.91,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,1,1.42,24%,16%,0%,0%,0%,0,0,0%,0,0%,0,0,0,0,0,0,1,0,0,34,0,0
Alpharak#1610,Alpharak,Alpharak,TRUE,https://www.heroesprofile.com/Player/Alpharak/9691835/1,2720,3172,421,1574,3172,FALSE,F,1610,TRUE,,100%,1,10.00,1.00,9.00,1.00,40%,10.00,13.00,0.00,00:16,2%,1.00,0.00,0.00,20171.00,1503.55,7646.00,23257.00,20171.00,11309.00,11637.00,3278.00,7650.00,0.00,0.00,51085.00,3807.87,51085.00,24921.00,0.00,0.00,0.00,17160.00,15646.00,17160.00,10790.00,16:30,00:00,00:00,00:00,00:00,4529.00,337.59,1.00,2.00,0.00,0.00,64%,26%,28.47,6821.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1285.00,00:00,0,0,1,1.18,12%,12%,36%,122%,0%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Amarandus#1357,Amarandus,Amarandus,TRUE,https://www.heroesprofile.com/battletag/searched/Amarandus%231357/alt,2592,1906,1355,14,2592,FALSE,A,1357,TRUE,,0%,1,5.00,1.00,4.00,6.00,100%,0.83,2.00,0.00,3:37,20%,2.00,1.00,0.00,38283.00,2107.56,4287.00,94184.00,6380.50,19867.00,60814.00,8359.00,28504.00,18503.00,990.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28286.00,13343.00,4714.33,21093.00,3:01,00:18,00:00,00:13,00:00,4896.00,269.54,0.00,0.00,0.00,0.00,1%,10%,22.24,2444.50,0,0,0.00,8.00,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1,1.35,23%,12%,0%,16%,3%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Ambama#1981,Ambama,Ambama,TRUE,https://www.heroesprofile.com/battletag/searched/Ambama%231981/alt,2568,2404,943,102,2568,TRUE,,1981,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOERules#1634,AOERules,AOERules,TRUE,https://www.heroesprofile.com/Player/AOERules/690109/1,2811,2951,372,4182,2951,FALSE,A,1634,TRUE,80,0%,1,13.00,2.00,11.00,3.00,93%,4.33,6.00,1.00,2:03,9%,0.00,1.00,0.00,71931.00,3045.10,63287.00,108053.00,23977.00,30662.00,96859.00,15347.00,71577.00,0.00,3379.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53200.00,44384.00,17733.33,26179.00,00:14,00:00,00:14,00:00,00:00,21360.00,904.25,4.00,0.00,0.00,0.00,1%,18%,23.81,5403.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1,1.35,23%,14%,0%,1%,1%,0,0,0%,0,0%,0,0,0,0,0,0,1,0,0,0,0,0
Arai#1597,Arai,Arai,TRUE,https://www.heroesprofile.com/battletag/searched/Arai%231597/alt,2670,2281,2899,24,2670,FALSE,,1597,TRUE,,25%,4,7.75,2.00,5.75,4.75,76%,1.63,4.00,0.50,3:22,18%,2.00,0.50,0.00,50791.25,2350.72,98892.75,39800.75,10639.38,20151.00,54560.50,10226.25,19327.50,1343.25,32324.75,0.00,276.28,1190.95,0.00,5305.75,0.00,0.00,33267.50,21713.00,7159.24,20834.50,00:02,00:00,00:00,00:00,00:00,10992.75,533.38,4.25,0.00,0.25,0.50,7%,16%,25.68,7151.56,0,8029.00,0.00,0.00,0,0,0,1187.75,0.00,0.00,0.00,0,0,0,00:00,0,0,2,1.52,24%,13%,0%,0%,0%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Auslesejager#1855,Auslesejager,Auslesejager,TRUE,https://www.heroesprofile.com/battletag/searched/Auslesejager%231855/alt,2424,2165,384,68,2424,FALSE,,1855,TRUE,,33.3%,3,13.00,3.00,10.00,4.67,84%,3.51,6.33,1.33,3:30,17%,1.67,1.33,0.00,46343.33,2280.15,15833.00,115595.67,11235.00,25336.00,68171.67,12349.33,48361.67,2231.33,20970.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32072.67,20109.67,7280.60,19258.67,22:48,00:28,00:00,00:00,00:00,11333.33,541.39,2.67,0.00,0.33,0.67,26%,18%,23.54,4100.65,1.67,0,0,0,0,0,0,0,0,0,0,2.00,0,0,00:00,0,0,1,1.51,18%,11%,0%,111%,2%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Aviater#21704,Aviater,Aviater,TRUE,https://www.heroesprofile.com/Player/Aviater/10575601/1,2612,2892,59,1022,2892,FALSE,F,21704,TRUE,50,50.7%,75,11.29,4.03,7.27,2.68,87%,6.78,8.00,0.53,1:48,9%,1.37,0.53,0.08,57079.41,3010.96,51990.83,98535.64,29485.49,26948.11,72196.53,12633.03,47784.05,5314.04,20609.63,5814.45,595.67,6745.68,1037.13,4876.95,227.51,0.04,36176.11,27839.48,17840.03,20500.83,6:32,00:01,00:05,00:06,00:00,10984.68,588.77,3.63,0.09,0.17,0.19,26%,20%,25.73,6590.18,0.19,868.05,0.08,0.23,0,0,0,969.87,0.00,0.00,0.00,0.25,0,195.13,00:00,33.71,0.01,20,1.88,27%,15%,3%,36%,1%,0,0,0%,0,0%,15,4,2,0,0,0,93,14,9,1,0,0
B4byStomper#1878,B4byStomper,B4bystomper,TRUE,https://www.heroesprofile.com/battletag/searched/B4byStomper%231878/alt,2607,2347,1550,125,2607,FALSE,,1878,TRUE,,50%,6,10.83,0.83,10.00,3.00,90%,5.58,6.17,0.17,2:15,10%,3.33,0.17,0.00,41362.67,1735.84,28159.33,117532.67,14455.36,22218.83,91937.17,20846.00,55942.83,9686.50,12554.83,35025.17,2319.05,27734.31,4598.00,9715.83,3374.17,0.83,53292.00,40463.67,18802.78,34575.00,3:05,00:14,00:00,00:16,00:00,12150.83,508.80,3.83,0.00,0.17,0.17,16%,17%,26.77,10334.06,1.00,2942.67,0.33,1.50,0,0,0,0,0.00,0.00,0.00,1.17,0,0,00:00,0,0,5,0.90,15%,16%,16%,12%,2%,0,0,0%,0,0%,0,0,0,0,0,0,4,0,2,1,0,0
Babywhale#11303,Babywhale,Babywhale,TRUE,https://www.heroesprofile.com/Player/Babywhale/6618305/1,2572,2875,497,1348,2875,FALSE,,11303,TRUE,,0%,5,4.60,0.80,3.80,3.60,78%,2.13,3.20,0.00,2:06,14%,2.00,0.40,0.00,24243.00,1587.89,35370.60,59743.80,10340.67,16230.60,64006.00,1343.40,56497.60,1790.40,5905.40,733.20,681.00,4082.43,0.00,9478.80,0.00,0.00,50390.20,35094.60,20545.13,34908.20,2:26,00:00,00:00,00:18,00:00,9318.00,597.32,0.80,0.00,0.00,0.00,2%,10%,22.11,1979.90,0.00,1205.40,0.00,0.60,0,0,0,0,0,0,0,0.80,0,0,00:00,0,0,4,0.49,16%,26%,0%,15%,2%,0,0,0%,0,0%,0,0,0,0,0,0,2,0,0,0,0,0
Bandayd#1631,Bandayd,Bandayd,TRUE,https://www.heroesprofile.com/battletag/searched/Bandayd%231631/alt,2543,2514,13128,1005,2543,FALSE,F,1631,TRUE,,35.9%,301,8.96,1.50,7.46,2.82,71%,4.99,6.17,0.25,1:55,10%,1.55,0.88,0.11,28566.77,1526.54,36220.16,74280.92,14122.20,16030.18,68755.47,11037.46,48630.37,3055.20,12110.76,8571.59,1051.20,10211.19,882.43,10998.40,207.66,0.20,52484.99,85657145.32,24928.79,34657.52,1:54,00:03,00:04,00:10,00:00,10705.89,581.40,2.88,0.10,0.14,0.16,23%,18%,25.21,6096.85,0.82,1354.16,0.05,0.68,0,0,0.27,849.03,0.00,0.00,0.00,1.13,0,352.37,00:00,23.20,0.12,45,1081.98,14%,21%,4%,10%,2%,0,0,0%,0,0%,55,14,0,4,0,1,23,3,1,354,0,0
BanPitbulls#1641,BanPitbulls,BanPitbulls,TRUE,https://www.heroesprofile.com/battletag/searched/BanPitbulls%231641/alt,2804,2845,28,751,2845,TRUE,,1641,TRUE,-10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basileus#11887,Basileus,Basileus,TRUE,https://www.heroesprofile.com/battletag/searched/Basileus%2311887/alt,2781,2849,50,212,2849,FALSE,,11887,TRUE,,0%,1,5.00,2.00,3.00,2.00,100%,2.50,3.00,0.00,1:13,9%,1.00,0.00,0.00,45173.00,3367.19,37875.00,56902.00,22586.50,33610.00,42475.00,1040.00,26739.00,10488.00,7813.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39738.00,32714.00,19869.00,31805.00,00:07,00:00,00:00,00:07,00:00,6797.00,506.65,2.00,1.00,0.00,0.00,5%,11%,22.00,1611.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,00:00,0,0,1,1.14,41%,20%,0%,1%,1%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
beefprime#1974,beefprime,beefprime,TRUE,https://www.heroesprofile.com/battletag/searched/beefprime%231974/alt,2935,3032,3655,374,3032,FALSE,A,1974,TRUE,,59.1%,22,11.73,4.00,7.73,1.73,85%,8.27,9.00,0.50,1:09,6%,0.45,1.05,0.14,65800.00,3200.87,61948.14,121957.55,43375.64,31268.45,98384.64,16385.27,63426.64,8181.64,21423.82,9000.91,1052.16,12373.26,1673.00,11128.05,29.95,0.05,40959.50,35457.32,25062.58,23867.00,2:15,00:08,00:07,00:08,00:00,13533.73,671.74,4.45,0.00,0.14,0.09,31%,20%,26.41,8176.15,0.18,1480.05,0.18,0.50,0,0,0,141.73,0.00,0.00,0.00,1.82,0,0,00:00,0,0,10,1.80,27%,17%,3%,11%,2%,0,0,0%,0,0%,0,0,0,0,0,0,8,0,0,0,0,0
Bloodlust#12748,Bloodlust,Bloodlust,TRUE,https://www.heroesprofile.com/Player/Bloodlust/8369497/1,2573,2623,590,2640,2623,FALSE,,12748,TRUE,,50%,26,8.04,2.00,6.00,3.88,61%,3.65,5.46,0.50,2:40,13%,2.73,1.27,0.23,41165.42,1979.90,54752.19,140620.12,15906.19,19358.00,128377.96,27509.23,83300.58,6502.88,26003.46,169.38,837.40,6022.60,0.00,17537.50,169.38,0.00,56188.54,40947.23,17898.94,34131.54,1:45,00:00,00:01,00:13,00:00,16143.31,776.18,2.35,0.31,0.04,0.08,23%,19%,26.41,8326.04,1.38,7342.88,0.08,0.81,0,0,0,459.81,0.00,0.00,0.00,0,0,220.04,00:00,0,0.31,12,0.98,18%,20%,0%,9%,1%,0,0,0%,0,0%,0,0,0,0,0,0,47,7,1,0,0,0
Bowsette#1610,Bowsette,Bowsette,TRUE,https://www.heroesprofile.com/battletag/searched/Bowsette%231610/alt,2512,2244,2048,127,2512,FALSE,HA,1610,TRUE,,0%,1,8.00,0.00,8.00,3.00,80%,2.67,7.00,0.00,1:52,11%,1.00,0.00,0.00,18141.00,1092.97,12245.00,58683.00,6047.00,7296.00,48212.00,14294.00,27691.00,5110.00,3943.00,37799.00,2277.33,12599.67,2585.00,0.00,0.00,0.00,18367.00,8983.00,6122.33,13838.00,2:47,00:31,00:00,00:46,00:00,5421.00,326.61,3.00,0.00,0.00,0.00,24%,12%,22.17,2162.50,0,0,1.00,1.00,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1,0.99,11%,10%,20%,17%,8%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Brødie#1309,Brødie,Brødie,TRUE,https://www.heroesprofile.com/battletag/searched/Brødie%231309/alt,2638,2709,107,1342,2709,FALSE,,1309,TRUE,,33.3%,3,14.67,3.00,11.67,3.33,92%,8.72,12.33,0.33,2:14,14%,2.67,0.33,0.00,45145.67,2453.68,20089.00,114082.33,28175.17,17752.00,62857.33,15868.33,31398.00,4482.33,26212.00,0.00,766.39,9600.28,0.00,13476.67,0.00,0.00,39501.33,28793.67,20036.28,24621.33,3:53,00:01,00:09,00:04,00:00,9881.33,533.84,4.33,0.00,0.00,1.00,39%,20%,26.44,7462.30,0,5500.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,3,1.18,24%,20%,0%,22%,1%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Caprea#1958,Caprea,Caprea,FALSE,https://www.heroesprofile.com/Player/caprea/2218009/1,2740,2660,444,7712,2740,TRUE,,1958,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carreba#1174,Carreba,Carreba,TRUE,https://www.heroesprofile.com/battletag/searched/Carreba%231174/alt,2573,1991,798,1,2573,FALSE,A,1174,TRUE,,0%,1,9.00,0.00,9.00,4.00,75%,2.25,4.00,0.00,2:42,17%,2.00,1.00,0.00,38459.00,2474.57,16241.00,76554.00,9614.75,26615.00,49683.00,2865.00,33941.00,5696.00,4837.00,0.00,553.16,2149.25,0.00,8597.00,0.00,0.00,42590.00,28243.00,10647.50,31485.00,00:13,00:00,00:00,00:13,00:00,7397.00,475.95,2.00,0.00,0.00,2.00,3%,11%,24.38,4087.29,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0,1,0.90,21%,21%,0%,1%,1%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Cavela#1772,Cavela,Cavela,TRUE,https://www.heroesprofile.com/Player/Cavela/1111166/1,2610,2738,898,1010,2738,FALSE,AF,1772,TRUE,,38.3%,47,9.38,2.26,7.09,3.26,80%,5.26,6.68,0.49,2:08,12%,1.89,0.74,0.00,35912.87,1974.51,36778.87,75517.85,17251.83,20055.13,62771.77,11137.06,41328.49,3752.51,14204.19,9407.02,1113.45,9122.60,1270.62,11874.72,1.49,0.26,50820.70,40683.96,20146.92,33204.34,5:57,00:04,00:02,00:07,00:00,9148.68,510.53,3.34,0.00,0.04,0.13,25%,18%,24.95,5582.97,0.81,64.15,0.04,0.49,0,0,0,772.51,0.00,0.00,0.00,0.36,0,150.62,00:00,0,0.02,12,0.91,19%,21%,3%,32%,1%,0,0,0%,0,0%,0,0,0,0,0,0,18,0,0,0,0,0
Cav#11624,Cav,Cavela_alt,FALSE,https://www.heroesprofile.com/battletag/searched/Cav%2311624/alt,2638,2482,202,60,2638,FALSE,,11624,FALSE,,50%,4,11.00,3.25,7.75,3.75,79%,3.96,7.00,1.50,2:11,13%,2.00,0.50,0.00,42310.75,2457.87,61795.00,83944.00,13450.28,15194.00,88660.00,16839.25,59858.50,920.50,14055.50,0.00,914.45,6636.52,0.00,16391.00,0.00,0.00,45733.75,36798.50,16304.77,22166.25,2:18,00:00,00:01,00:00,00:00,11662.25,670.62,2.75,0.00,0.00,1.00,34%,23%,24.89,5076.21,0,0,0.00,0.50,0,0,0,0,0.00,0.00,0.00,0,0,0,00:00,0,0.00,4,1.02,22%,20%,0%,13%,0%,0,0,0%,0,0%,0,0,0,0,0,0,1,0,0,0,0,0
Cav#11360,Cav,Cavela_alt,TRUE,https://www.heroesprofile.com/battletag/searched/Cav%2311360/alt,2660,2680,248,399,2680,FALSE,AF,11360,FALSE,,40%,35,9.51,2.09,7.43,2.86,74%,5.29,6.29,0.26,1:42,9%,1.43,0.83,0.11,32221.89,1721.59,34181.80,71466.09,16367.20,15993.23,59273.34,9868.54,40073.43,3682.60,14702.20,12555.94,1144.76,11747.45,2232.20,8517.34,213.51,0.34,49731.94,40157.29,20985.62,30855.63,13:15,00:06,00:01,00:08,00:00,9505.71,531.57,3.40,0.06,0.17,0.09,24%,18%,25.46,6433.12,1.09,28.40,0.00,0.29,0,0,0,296.34,0.00,0.00,0.00,0.23,0,2452.46,00:00,0,0.23,12,0.80,17%,20%,5%,79%,1%,0,0,0%,0,0%,3,1,0,0,0,0,0,0,0,0,0,0
Chachy#1379,Chachy,Chachy,FALSE,https://www.heroesprofile.com/battletag/searched/Chachy%231379/alt,2646,2510,550,2141,2646,TRUE,,1379,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChairGlue#1201,ChairGlue,ChairGlue,TRUE,https://www.heroesprofile.com/battletag/searched/ChairGlue%231201/alt,2727,2885,2699,2004,2885,FALSE,T,1201,TRUE,-100,100%,1,12.00,0.00,12.00,2.00,75%,6.00,6.00,0.00,00:00,0%,0.00,5.00,0.00,24442.00,1267.31,108035.00,56889.00,12221.00,1541.00,141203.00,20371.00,115566.00,0.00,0.00,0.00,1129.08,10888.00,0.00,21776.00,0.00,0.00,68549.00,68549.00,34274.50,6433.00,1:41,00:00,00:00,00:10,00:00,32635.00,1692.12,0.00,0.00,0.00,0.00,35%,28%,28.69,10052.65,0,0,2.00,7.00,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1,0.36,8%,28%,0%,9%,1%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
Chandro#1770,Chandro,Chandro,TRUE,https://www.heroesprofile.com/Player/Chandro/9078714/1,2605,2921,56,3651,2921,FALSE,A,1770,TRUE,,50%,2,17.50,4.50,13.00,3.50,87%,6.95,6.50,1.00,2:13,10%,0.00,3.00,0.50,85892.00,4133.31,135266.00,76673.50,28293.85,39828.50,87354.50,15794.50,56064.00,5365.50,38624.50,0.00,1429.33,8418.40,0.00,31532.00,0.00,0.00,49594.00,39375.50,15906.05,27096.00,1:54,00:00,00:00,00:02,00:00,14249.00,699.27,7.00,0.00,0.00,0.50,26%,32%,23.03,3911.36,8.50,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,2,1.75,31%,17%,0%,8%,0%,0,0,0%,0,0%,1,0,0,0,0,0,2,0,0,0,0,0
Cheekies#1388,Cheekies,Cheekies,TRUE,https://www.heroesprofile.com/Player/Cheekies/1382104/1,2704,2956,185,2442,2956,FALSE,HA,1388,TRUE,,42.9%,21,11.52,1.86,9.57,2.71,85%,7.47,8.67,0.52,1:47,9%,1.38,0.52,0.10,33434.29,1784.80,29035.90,66274.86,15009.02,17214.90,52526.10,8830.10,36300.62,2812.67,8147.90,46508.24,2919.27,40071.40,8954.57,6683.00,1820.05,1.10,46183.14,38642.81,20809.67,27596.00,17:34,00:07,00:05,00:15,00:00,9691.19,501.70,3.14,0.29,0.05,0.19,25%,20%,24.51,5218.01,0.81,0,0.00,0.33,0,0,0,0,0.00,0.00,0.00,0.00,0,0.00,00:00,0,0.48,15,0.96,17%,16%,19%,87%,3%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
ZanyDruid#1519141,ZanyDruid,Cheekies_alt,TRUE,https://www.heroesprofile.com/battletag/searched/ZanyDruid%231519141/alt,2851,2912,89,867,2912,FALSE,,1519141,FALSE,,50%,2,7.00,4.00,3.00,2.50,41%,2.33,3.00,3.00,00:53,6%,2.50,2.00,0.00,28265.00,1573.33,83695.50,78762.00,10489.67,7419.00,134610.00,8699.00,117735.50,1393.00,190.50,0.00,1226.54,7967.67,0.00,22962.50,0.00,0.00,63200.00,58152.00,23650.33,16080.50,2:55,00:00,00:00,00:06,00:00,25305.00,1482.32,1.00,2.50,0.00,0.00,8%,20%,22.39,2477.32,4.00,0,0,0,0,0,0,0,0,0,0,0,0,3958.50,00:00,0,0,2,0.44,14%,25%,0%,19%,1%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,2,0,0
Cinder#12411,Cinder,Cinder,TRUE,https://www.heroesprofile.com/battletag/searched/Cinder%2312411/alt,2710,1985,431,14,2710,FALSE,,12411,TRUE,,50%,2,16.00,1.50,14.50,1.50,94%,12.00,11.50,0.50,1:00,6%,0.50,0.00,0.00,21027.50,1203.92,32927.50,45865.00,13175.00,12637.50,38205.00,9420.50,18620.00,4571.00,14452.50,55370.50,4003.61,44017.00,12161.50,9045.50,5220.00,0.50,26387.50,21840.50,17545.25,17588.50,00:21,00:11,00:00,00:08,00:00,6729.50,412.46,2.50,0.00,0.00,0.00,41%,28%,26.86,6612.81,0,3875.50,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0.50,2,0.75,10%,12%,28%,2%,2%,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0
CMBanya#11768,CMBanya,CMBanya,TRUE,https://www.heroesprofile.com/battletag/searched/CMBanya%2311768/alt,2847,3024,888,171,3024,FALSE,,11768,TRUE,,100%,1,14.00,2.00,12.00,2.00,82%,7.00,6.00,1.00,1:41,7%,1.00,3.00,1.00,46797.00,1981.09,32920.00,47925.00,23398.50,29335.00,34586.00,8064.00,18370.00,3903.00,4398.00,0.00,526.76,6221.50,1311.00,12443.00,0.00,0.00,89246.00,80980.00,44623.00,62086.00,5:07,00:00,00:00,00:17,00:00,9354.00,395.99,6.00,0.00,0.00,0.00,64%,26%,27.32,10374.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1,0.52,13%,24%,0%,22%,1%,0,0,0%,0,0%,0,0,0,0,0,0,1,0,0,0,0,0
Confused#1902,Confused,Confused,TRUE,https://www.heroesprofile.com/Player/Confused/2087199/1,2661,2802,2415,664,2802,TRUE,,1902,TRUE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrazyMage#1149108,CrazyMage,CrazyMage,TRUE,https://www.heroesprofile.com/battletag/searched/CrazyMage%231149108/alt,2763,2779,131,2164,2779,FALSE,,1149108,TRUE,,83.3%,6,12.83,4.00,8.83,3.67,79%,6.53,7.33,0.83,2:17,11%,1.83,0.50,0.00,50276.83,2671.42,49077.33,126064.33,25705.80,24388.00,102029.50,27872.17,67257.83,2276.00,23538.67,130.00,834.62,4721.59,41.83,16222.17,130.00,0.00,55263.33,40869.50,17058.50,31120.50,1:38,00:00,00:00,00:17,00:00,14089.50,739.60,4.17,0.00,0.33,0.00,33%,22%,26.56,7559.64,0,362.33,0.17,0.83,0,0,0,1721.83,0,0,0,0,0,0,00:00,0,0,5,1.71,25%,23%,0%,8%,1%,0,0,0%,0,0%,0,0,0,0,0,0,2,2,0,0,0,0
